"repo_name","language","qtd_stars","qtd_issues","qtd_pull_requests","repo_url","travis_url","ci","repo_id_travis","coverage","builds_activity","time_to_fix_broken_builds","build_health","analysis_point","forked","size","created","qtd_issues_in_period","qtd_pull_request_in_period","ci_service","analysis_init","analysis_finish","cov_service","qtd_merge_conflicts","qty_bugs_period","analysis_point_days","analysis_releases","analysis_issues","analysis_prs","qty_issues_period","qty_bugs"
"xtermjs/xterm.js","TypeScript",10683,1714,0,"https://github.com/xtermjs/xterm.js","https://api.travis-ci.org/repos/xtermjs/xterm.js",True,"2096306","49.927155","0.15404040404040403","393859.0","0.0625","2018-05-14 23:31:17-03",False,13783,"2014-03-24 13:04:04-03",0,619,"Travis CI","2018-05-01 00:00:00-03","2019-06-01 00:00:00-03","COVERALLS",NULL,135,1512,22,722,364,739,818
"mediaelement/mediaelement","JavaScript",7657,115,45,"https://github.com/mediaelement/mediaelement","https://api.travis-ci.org/repos/mediaelement/mediaelement",True,"2813566","74.37642","0.09644670050761421","0","0.0","2020-02-16 18:08:04-03",False,67749,"2010-07-27 23:32:56-03",219,45,"Travis CI","2020-02-01 00:00:00-03","2021-03-01 00:00:00-03","COVERALLS",NULL,10,3490,3,128,31,117,173
"phpipam/phpipam","php",1486,3383,553,"https://github.com/phpipam/phpipam",NULL,False,NULL,NULL,NULL,NULL,NULL,"2016-01-16 05:37:33-03",False,20198,"2015-06-18 05:37:33-03",1858,143,NULL,"2016-01-01 00:00:00-03","2017-02-01 00:00:00-03",NULL,7,51,212,1,879,128,633,369
"iwgang/CountdownView","Java",2844,136,2,"https://github.com/iwgang/CountdownView",NULL,False,NULL,NULL,NULL,NULL,NULL,"2016-05-11 04:46:28-03",False,10604,"2015-10-12 04:46:28-03",0,0,NULL,"2016-05-01 00:00:00-03","2017-06-01 00:00:00-03",NULL,NULL,0,212,2,138,5,43,2
"sixtyfpsui/sixtyfps","Rust",1024,221,28,"https://github.com/sixtyfpsui/sixtyfps",NULL,False,NULL,NULL,NULL,NULL,NULL,"2020-12-02 05:53:03-03",False,11403,"2020-05-04 05:53:03-03",0,0,NULL,"2020-12-01 00:00:00-03","2022-01-01 00:00:00-03",NULL,NULL,103,212,6,472,106,558,201
"ivanvorobei/SPAlert","Swift",1160,18,2,"https://github.com/ivanvorobei/SPAlert",NULL,False,NULL,NULL,NULL,NULL,NULL,"2019-11-26 10:03:40-03",False,11940,"2019-04-28 10:03:40-03",0,0,NULL,"2019-11-01 00:00:00-03","2020-12-01 00:00:00-03",NULL,NULL,0,212,25,14,6,14,5
"prometheus-operator/prometheus-operator","Go",5917,2010,0,"https://github.com/prometheus-operator/prometheus-operator",NULL,False,NULL,NULL,NULL,NULL,NULL,"2017-04-22 18:38:06-03",False,77399,"2016-09-22 18:38:06-03",0,0,NULL,"2017-04-01 00:00:00-03","2018-05-01 00:00:00-03",NULL,NULL,4,212,23,1157,654,1029,417
"wazuh/wazuh","C#",2394,5431,27,"https://github.com/wazuh/wazuh",NULL,False,NULL,NULL,NULL,NULL,NULL,"2016-03-10 14:39:03-03",False,276341,"2015-08-11 14:39:03-03",0,0,NULL,"2016-03-01 00:00:00-03","2017-04-01 00:00:00-03",NULL,NULL,5,212,3,135,31,75,3384
"SUPERAndroidAnalyzer/super","Rust",352,136,18,"https://github.com/SUPERAndroidAnalyzer/super","https://api.travis-ci.org/repos/SUPERAndroidAnalyzer/super",True,"8676728","28.987013","0.27848101265822783","311489.0","0.1875","2016-06-30 06:39:36-03",False,74242,"2016-05-12 13:25:49-03",0,0,"Travis CI","2016-06-01 00:00:00-03","2017-07-01 00:00:00-03","COVERALLS",NULL,18,48,6,128,44,123,30
"tumblr/collins","Scala",563,195,158,"https://github.com/tumblr/collins","https://api.travis-ci.org/repos/tumblr/collins",True,"320271","87.79928","0.20202020202020202","836322.0","0.5496688741721855","2016-10-26 21:11:09-03",False,224075,"2012-07-31 20:18:59-03",336,158,"Travis CI","2016-10-01 00:00:00-03","2017-11-01 00:00:00-03","COVERALLS",NULL,11,1548,2,117,68,100,40
"tremor-rs/tremor-runtime","Rust",404,304,3,"https://github.com/tremor-rs/tremor-runtime",NULL,False,NULL,NULL,NULL,NULL,NULL,"2020-04-29 04:13:12-03",False,12687,"2019-09-30 04:13:12-03",0,0,NULL,"2020-04-01 00:00:00-03","2021-05-01 00:00:00-03",NULL,NULL,77,212,13,817,622,828,127
"taniarascia/takenote","TypeScript",4759,220,192,"https://github.com/taniarascia/takenote","https://api.travis-ci.org/repos/taniarascia/takenote",True,"26263647","49.011856","0.010075566750629723","129577.5","0.07692307692307693","2019-10-14 03:23:20-03",False,10964,"2019-09-27 01:48:13-03",0,189,"Travis CI","2019-10-01 00:00:00-03","2020-11-01 00:00:00-03","BOTH",NULL,82,17,4,371,173,430,108
"indulgeIn/YBImageBrowser","Objective-C",2179,325,3,"https://github.com/indulgeIn/YBImageBrowser",NULL,False,NULL,NULL,NULL,NULL,NULL,"2018-11-08 05:14:51-03",False,201021,"2018-04-10 05:14:51-03",0,0,NULL,"2018-11-01 00:00:00-03","2019-12-01 00:00:00-03",NULL,NULL,10,212,22,202,7,195,10
"springfox/springfox","Java",5251,3889,517,"https://github.com/springfox/springfox","https://api.travis-ci.org/repos/springfox/springfox",True,"930821","96.78814","0.06297229219143577","136535.5","0.35537190082644626","2015-03-27 20:37:18-03",False,186294,"2012-05-06 03:38:57-03",3414,100,"Travis CI","2015-03-01 00:00:00-03","2016-04-01 00:00:00-03","BOTH",1,127,1055,4,420,47,646,536
"hugapi/hug","Python",6525,587,253,"https://github.com/hugapi/hug","https://api.travis-ci.org/repos/hugapi/hug",True,"5448446","99.379257","0.10831234256926953","1981345.0","0.345679012345679","2019-05-05 06:09:39-03",False,94322,"2015-07-17 00:33:50-03",870,253,"Travis CI","2019-05-01 00:00:00-03","2020-06-01 00:00:00-03","COVERALLS",NULL,7,1388,6,103,40,81,69
"slackhq/SlackTextViewController","Objective-C",8430,387,171,"https://github.com/slackhq/SlackTextViewController","https://api.travis-ci.org/repos/slackhq/SlackTextViewController",True,"3058502","7.270169","0.1717171717171717","839297.0","0.5267175572519084","2015-04-18 21:36:53-03",False,16262,"2014-08-18 15:46:06-03",497,171,"Travis CI","2015-04-01 00:00:00-03","2016-05-01 00:00:00-03","COVERALLS",NULL,16,243,10,263,108,299,27
"skydive-project/skydive","Go",1990,2401,1768,"https://github.com/skydive-project/skydive","https://api.travis-ci.org/repos/skydive-project/skydive",True,"6303642","38.945694","0.09090909090909091","439250.5","0.06569343065693431","2017-10-13 07:10:21-03",False,66545,"2015-10-20 11:02:21-03",2150,1578,"Travis CI","2017-10-01 00:00:00-03","2018-11-01 00:00:00-03","COVERALLS",7,15,723,9,999,823,955,66
"SimpleMobileTools/Simple-Draw","Kotlin",276,85,22,"https://github.com/SimpleMobileTools/Simple-Draw",NULL,False,NULL,NULL,NULL,NULL,NULL,"2016-09-13 17:55:43-03",False,14044,"2016-02-14 17:55:43-03",0,0,NULL,"2016-09-01 00:00:00-03","2017-10-01 00:00:00-03",NULL,NULL,4,212,9,55,30,53,20
"hs-web/hsweb-framework","Java",7611,118,19,"https://github.com/hs-web/hsweb-framework","https://api.travis-ci.org/repos/hs-web/hsweb-framework",True,"9998773","5.9480634","0.41414141414141414","1195918.0","0.13649851632047477","2017-10-21 00:53:44-03",False,32574,"2016-01-18 00:51:39-03",0,0,"Travis CI","2017-10-01 00:00:00-03","2018-11-01 00:00:00-03","COVERALLS",NULL,11,642,5,28,10,42,42
"saket/InboxRecyclerView","Kotlin",1916,26,5,"https://github.com/saket/InboxRecyclerView",NULL,False,NULL,NULL,NULL,NULL,NULL,"2019-03-19 03:14:50-03",False,136757,"2018-08-19 03:14:50-03",0,0,NULL,"2019-03-01 00:00:00-03","2020-04-01 00:00:00-03",NULL,NULL,0,212,4,11,6,11,3
"HMBSbige/ShadowsocksR-Android","Kotlin",1179,0,1,"https://github.com/HMBSbige/ShadowsocksR-Android",NULL,False,NULL,NULL,NULL,NULL,NULL,"2018-11-17 01:05:27-03",False,52445,"2018-04-19 01:05:27-03",0,0,NULL,"2018-11-01 00:00:00-03","2019-12-01 00:00:00-03",NULL,NULL,0,212,3,2,2,1,2
"ruslanskorb/RSKImageCropper","Objective-C",2366,233,75,"https://github.com/ruslanskorb/RSKImageCropper","https://api.travis-ci.org/repos/ruslanskorb/RSKImageCropper",True,"3911108","95.88313","0.08080808080808081","8025101.0","0.04","2015-04-17 21:10:45-03",False,57761,"2014-08-24 17:44:47-03",78,33,"Travis CI","2015-04-01 00:00:00-03","2016-05-01 00:00:00-03","COVERALLS",0,3,236,11,74,25,61,25
"HDB-Li/LLDebugTool","Objective-C",682,65,17,"https://github.com/HDB-Li/LLDebugTool",NULL,False,NULL,NULL,NULL,NULL,NULL,"2018-12-07 03:16:15-03",False,23539,"2018-05-09 03:16:15-03",0,0,NULL,"2018-12-01 00:00:00-03","2020-01-01 00:00:00-03",NULL,NULL,1,212,8,28,16,36,9
"hanjoongcho/aaf-easydiary","Kotlin",245,129,8,"https://github.com/hanjoongcho/aaf-easydiary",NULL,False,NULL,NULL,NULL,NULL,NULL,"2018-03-17 13:56:05-03",False,38631,"2017-08-17 13:56:05-03",0,0,NULL,"2018-03-01 00:00:00-03","2019-04-01 00:00:00-03",NULL,NULL,8,212,6,22,6,44,20
"grommet/grommet","JavaScript",7371,2626,0,"https://github.com/grommet/grommet","https://api.travis-ci.org/repos/grommet/grommet",True,"4962133","25.96601","0.2","53637.5","0.17162471395881007","2018-11-09 00:07:43-03",False,218373,"2015-03-24 05:54:10-03",0,530,"Travis CI","2018-11-01 00:00:00-03","2019-12-01 00:00:00-03","COVERALLS",NULL,157,1325,30,1188,687,1172,568
"googleforgames/open-match","Go",2255,1397,963,"https://github.com/googleforgames/open-match",NULL,False,NULL,NULL,NULL,NULL,NULL,"2019-03-16 20:57:53-03",False,57975,"2018-08-16 20:57:53-03",1369,955,NULL,"2019-03-01 00:00:00-03","2020-04-01 00:00:00-03",NULL,8,21,212,13,1070,762,1081,56
"gonmarques/slick-repo","Scala",120,14,3,"https://github.com/gonmarques/slick-repo","https://api.travis-ci.org/repos/gonmarques/slick-repo",True,"9218372","100.0","0.12373737373737374","1758222.0","0.027522935779816515","2016-12-08 13:16:19-03",False,13336,"2016-06-27 15:04:08-03",0,0,"Travis CI","2016-12-01 00:00:00-03","2018-01-01 00:00:00-03","COVERALLS",NULL,1,163,12,11,3,13,2
"go-lang-plugin-org/go-lang-idea-plugin","Java",4587,2794,655,"https://github.com/go-lang-plugin-org/go-lang-idea-plugin","https://api.travis-ci.org/repos/go-lang-plugin-org/go-lang-idea-plugin",True,"1721289","79.656728","0.007575757575757576","0","1.0","2015-06-04 08:01:49-03",False,34753,"2010-08-29 05:20:01-03",2041,414,"Travis CI","2015-06-01 00:00:00-03","2016-07-01 00:00:00-03","COVERALLS",3,32,1740,13,1186,251,863,149
"gitscrum-ce/laravel-gitscrum","php",2649,349,205,"https://github.com/gitscrum-ce/laravel-gitscrum",NULL,False,NULL,NULL,NULL,NULL,NULL,"2017-06-18 14:34:36-03",False,14428,"2016-11-18 14:34:36-03",338,185,NULL,"2017-06-01 00:00:00-03","2018-07-01 00:00:00-03",NULL,3,2,212,1,76,37,105,9
"numenta/nupic","Python",6261,3897,2110,"https://github.com/numenta/nupic","https://api.travis-ci.org/repos/numenta/nupic",True,"846021","81.04787","0.24181360201511334","1277798.5","0.04741379310344827","2015-10-20 16:11:05-03",False,153078,"2013-04-05 20:14:27-03",3774,2056,"Travis CI","2015-10-01 00:00:00-03","2016-11-01 00:00:00-03","COVERALLS",100,63,927,14,763,416,775,368
"gilbertchen/duplicacy","Go",3744,0,45,"https://github.com/gilbertchen/duplicacy",NULL,False,NULL,NULL,NULL,NULL,NULL,"2016-09-21 22:28:10-03",False,12856,"2016-02-22 22:28:10-03",0,0,NULL,"2016-09-01 00:00:00-03","2017-10-01 00:00:00-03",NULL,NULL,32,212,12,227,38,198,42
"getActivity/AndroidProject","Java",3838,64,1,"https://github.com/getActivity/AndroidProject",NULL,False,NULL,NULL,NULL,NULL,NULL,"2019-05-23 07:30:55-03",False,68213,"2018-10-23 07:30:55-03",0,0,NULL,"2019-05-01 00:00:00-03","2020-06-01 00:00:00-03",NULL,NULL,0,212,4,17,1,17,4
"gali8/Tesseract-OCR-iOS","C#",4119,309,11,"https://github.com/gali8/Tesseract-OCR-iOS","https://api.travis-ci.org/repos/gali8/Tesseract-OCR-iOS",True,"3495707","97.96875","0.1994949494949495","233630.0","0.26158940397350994","2015-01-10 10:26:47-03",False,866823,"2013-04-30 07:38:14-03",0,51,"Travis CI","2015-01-01 00:00:00-03","2016-02-01 00:00:00-03","COVERALLS",NULL,3,620,1,272,55,129,6
"ftxinfotech/laravel-adminpanel","js",814,750,514,"https://github.com/FTXInfotech/laravel-adminpanel",NULL,False,NULL,NULL,NULL,NULL,NULL,"2018-05-04 13:14:11-03",False,26558,"2017-10-04 13:14:11-03",396,252,NULL,"2018-05-01 00:00:00-03","2019-06-01 00:00:00-03",NULL,0,10,212,5,185,63,183,22
"FabrizioBrancati/BFKit-Swift","Swift",983,16,3,"https://github.com/FabrizioBrancati/BFKit-Swift","https://api.travis-ci.org/repos/FabrizioBrancati/BFKit-Swift",True,"5145019","86.25465","0.05303030303030303","1999226.0","0.061224489795918366","2018-08-26 21:03:52-03",False,25468,"2015-04-01 17:46:51-03",0,0,"Travis CI","2018-08-01 00:00:00-03","2019-09-01 00:00:00-03","COVERALLS",NULL,0,1243,5,5,5,4,6
"eyebluecn/tank","Go",2276,130,1,"https://github.com/eyebluecn/tank",NULL,False,NULL,NULL,NULL,NULL,NULL,"2018-07-23 06:59:34-03",False,46639,"2017-12-23 06:59:34-03",0,0,NULL,"2018-07-01 00:00:00-03","2019-08-01 00:00:00-03",NULL,NULL,1,212,7,42,2,41,10
"EyalAr/lwip","C#",2305,270,23,"https://github.com/EyalAr/lwip","https://api.travis-ci.org/repos/EyalAr/lwip",True,"2734124","98.170725","0.17721518987341772","499922.0","0.14919354838709678","2014-09-17 15:35:39-03",False,17116,"2014-06-28 13:00:20-03",0,0,"Travis CI","2014-09-01 00:00:00-03","2015-10-01 00:00:00-03","COVERALLS",NULL,5,81,5,160,34,160,6
"ethereum/go-ethereum","Go",31432,5699,15,"https://github.com/ethereum/go-ethereum","https://api.travis-ci.org/repos/ethereum/go-ethereum",True,"1697900","36.303734","0.017721518987341773","3940.0","0.37254901960784315","2020-09-10 10:44:15-03",False,161120,"2013-12-26 10:05:46-03",0,0,"Travis CI","2020-09-01 00:00:00-03","2021-10-01 00:00:00-03","COVERALLS",NULL,368,2450,15,2136,1085,2092,1154
"espocrm/espocrm","php",796,2066,306,"https://github.com/espocrm/espocrm",NULL,False,NULL,NULL,NULL,NULL,NULL,"2015-04-25 10:38:46-03",False,44123,"2014-09-25 10:38:46-03",1934,97,NULL,"2015-04-01 00:00:00-03","2016-05-01 00:00:00-03",NULL,0,17,212,27,93,12,94,401
"watson-developer-cloud/swift-sdk","Swift",881,364,257,"https://github.com/watson-developer-cloud/swift-sdk","https://api.travis-ci.org/repos/watson-developer-cloud/swift-sdk",True,"6945463","57.943924","0.17215189873417722","10360.0","0.7633587786259542","2017-11-07 18:02:14-03",False,155305,"2015-09-22 10:07:37-03",356,257,"Travis CI","2017-11-01 00:00:00-03","2018-12-01 00:00:00-03","COVERALLS",NULL,2,777,27,221,189,234,16
"errbit/errbit","Ruby",4144,1339,611,"https://github.com/errbit/errbit","https://api.travis-ci.org/repos/errbit/errbit",True,"1507","93.441765","0.649746192893401","2424037.0","0.040955631399317405","2020-02-25 00:47:37-03",False,24228,"2010-08-04 01:08:34-03",1400,611,"Travis CI","2020-02-01 00:00:00-03","2021-03-01 00:00:00-03","COVERALLS",NULL,2,3491,1,39,23,28,91
"dompdf/dompdf","php",8055,2492,371,"https://github.com/dompdf/dompdf","https://api.travis-ci.org/repos/dompdf/dompdf",True,"1391167","29.004372","0.2601010101010101","1709099.0","0.3125","2020-03-10 19:12:18-03",False,16367,"2012-11-12 17:47:16-03",512,66,"Travis CI","2020-03-01 00:00:00-03","2021-04-01 00:00:00-03","COVERALLS",1,57,2675,4,276,51,298,793
"docker/machine","Go",6377,3489,1752,"https://github.com/docker/machine","https://api.travis-ci.org/repos/docker/machine",True,"3505484","54.2659265","0.25190839694656486","1080378.0","0.16595744680851063","2018-02-16 22:35:48-03",False,18994,"2014-12-03 12:52:06-03",4724,1752,"Travis CI","2018-02-01 00:00:00-03","2019-03-01 00:00:00-03","COVERALLS",NULL,2,1171,5,341,86,296,145
"docker-archive/deploykit","Go",2227,920,722,"https://github.com/docker-archive/deploykit",NULL,False,NULL,NULL,NULL,NULL,NULL,"2016-11-06 18:43:02-03",False,29430,"2016-04-08 18:43:02-03",918,710,NULL,"2016-11-01 00:00:00-03","2017-12-01 00:00:00-03",NULL,12,11,212,7,597,470,522,13
"Dman95/SASM","Python",5492,136,6,"https://github.com/Dman95/SASM",NULL,False,NULL,NULL,NULL,NULL,NULL,"2014-01-01 17:46:24-03",False,28229,"2013-06-03 17:46:24-03",0,0,NULL,"2014-01-01 00:00:00-03","2015-02-01 00:00:00-03",NULL,NULL,0,212,5,7,3,9,27
"davideas/FlexibleAdapter","Java",3433,729,15,"https://github.com/davideas/FlexibleAdapter",NULL,False,NULL,NULL,NULL,NULL,NULL,"2015-11-30 19:00:43-03",False,10850,"2015-05-02 19:00:43-03",0,0,NULL,"2015-11-01 00:00:00-03","2016-12-01 00:00:00-03",NULL,NULL,39,212,11,258,21,232,95
"DanielaSfregola/twitter4s","Scala",237,132,51,"https://github.com/DanielaSfregola/twitter4s","https://api.travis-ci.org/repos/DanielaSfregola/twitter4s",True,"6499971","89.524734","0.11363636363636363","961387.0","0.12318840579710146","2015-11-07 16:19:58-03",False,11380,"2015-09-06 13:41:23-03",0,0,"Travis CI","2015-11-01 00:00:00-03","2016-12-01 00:00:00-03","COVERALLS",NULL,7,62,8,72,35,52,25
"crossoverJie/cim","Java",7817,84,15,"https://github.com/crossoverJie/cim",NULL,False,NULL,NULL,NULL,NULL,NULL,"2018-12-18 12:55:56-03",False,32055,"2018-05-20 12:55:56-03",0,0,NULL,"2018-12-01 00:00:00-03","2020-01-01 00:00:00-03",NULL,NULL,5,212,7,124,34,67,10
"croogo/croogo","php",825,531,299,"https://github.com/croogo/croogo","https://api.travis-ci.org/repos/croogo/croogo",True,"10414","79.83112","0.14177215189873418","650495.5","0.944","2017-09-12 09:25:08-03",False,17325,"2010-01-31 20:54:24-03",653,299,"Travis CI","2017-09-01 00:00:00-03","2018-10-01 00:00:00-03","COVERALLS",NULL,5,2780,3,52,17,34,86
"coyove/goflyway","Go",4289,175,2,"https://github.com/coyove/goflyway",NULL,False,NULL,NULL,NULL,NULL,NULL,"2018-03-20 12:29:12-03",False,11140,"2017-08-20 12:29:12-03",0,0,NULL,"2018-03-01 00:00:00-03","2019-04-01 00:00:00-03",NULL,NULL,0,212,4,127,8,89,1
"CosmicMind/Material","Swift",11795,1054,35,"https://github.com/CosmicMind/Material",NULL,False,NULL,NULL,NULL,NULL,NULL,"2016-03-21 13:21:53-03",False,34053,"2015-08-22 13:21:53-03",0,0,NULL,"2016-03-01 00:00:00-03","2017-04-01 00:00:00-03",NULL,NULL,48,212,110,528,89,533,101
"comfy/comfortable-mexican-sofa","Ruby",2695,167,77,"https://github.com/comfy/comfortable-mexican-sofa","https://api.travis-ci.org/repos/comfy/comfortable-mexican-sofa",True,"6205","99.22084","0.16666666666666666","778511.0","0.16113744075829384","2017-12-23 22:46:50-03",False,10034,"2010-11-29 12:58:39-03",666,77,"Travis CI","2017-12-01 00:00:00-03","2019-01-01 00:00:00-03","COVERALLS",NULL,11,2581,6,83,42,93,28
"cobub/razor","php",1120,143,2,"https://github.com/cobub/razor",NULL,False,NULL,NULL,NULL,NULL,NULL,"2013-02-06 22:42:55-03",False,33145,"2012-07-09 22:42:55-03",0,0,NULL,"2013-02-01 00:00:00-03","2014-03-01 00:00:00-03",NULL,NULL,7,212,4,65,15,66,10
"cleanflight/cleanflight","C#",2331,3116,1385,"https://github.com/cleanflight/cleanflight","https://api.travis-ci.org/repos/cleanflight/cleanflight",True,"3622319","47.59058","0.015267175572519083","174209.0","0.53125","2017-02-05 12:45:11-03",False,362328,"2013-03-27 20:49:19-03",2890,1288,"Travis CI","2017-02-01 00:00:00-03","2018-03-01 00:00:00-03","COVERALLS",70,18,1410,13,332,176,423,144
"chainer/chainer","Python",5592,8615,6578,"https://github.com/chainer/chainer","https://api.travis-ci.org/repos/chainer/chainer",True,"5002783","86.99219","0.25692695214105793","20602.0","0.25303030303030305","2019-10-07 07:09:27-03",False,53702,"2015-06-05 02:50:37-03",8580,6552,"Travis CI","2019-10-01 00:00:00-03","2020-11-01 00:00:00-03","COVERALLS",185,43,1585,9,279,228,379,1304
"celzero/rethink-app","Kotlin",298,306,13,"https://github.com/celzero/rethink-app",NULL,False,NULL,NULL,NULL,NULL,NULL,"2021-01-06 10:41:18-03",False,240075,"2020-06-08 10:41:18-03",0,0,NULL,"2021-01-01 00:00:00-03","2022-02-01 00:00:00-03",NULL,NULL,17,212,6,229,4,217,60
"CalebFenton/simplify","Java",3743,139,11,"https://github.com/CalebFenton/simplify","https://api.travis-ci.org/repos/CalebFenton/simplify",True,"3631809","86.430725","0.027777777777777776","26173090.5","0.2","2017-07-30 18:09:15-03",False,103553,"2014-01-16 02:14:02-03",0,0,"Travis CI","2017-07-01 00:00:00-03","2018-08-01 00:00:00-03","COVERALLS",NULL,8,1291,1,38,2,32,23
"bytefury/crater","php",4121,369,24,"https://github.com/bytefury/crater",NULL,False,NULL,NULL,NULL,NULL,NULL,"2020-06-19 04:09:02-03",False,23819,"2019-11-20 04:09:02-03",0,0,NULL,"2020-06-01 00:00:00-03","2021-07-01 00:00:00-03",NULL,NULL,3,212,8,369,83,279,63
"biojava/biojava","Java",450,75,49,"https://github.com/biojava/biojava","https://api.travis-ci.org/repos/biojava/biojava",True,"746869","0.28901735","0.12626262626262627","361106.0","0.2727272727272727","2019-09-02 16:59:24-03",False,48571,"2013-04-03 13:27:17-03",107,49,"Travis CI","2019-09-01 00:00:00-03","2020-10-01 00:00:00-03","BOTH",NULL,2,2343,2,110,71,43,114
"BijoySingh/Scarlet-Notes","Kotlin",310,143,9,"https://github.com/BijoySingh/Scarlet-Notes",NULL,False,NULL,NULL,NULL,NULL,NULL,"2016-12-02 14:26:30-03",False,27724,"2016-05-04 14:26:30-03",0,0,NULL,"2016-12-01 00:00:00-03","2018-01-01 00:00:00-03",NULL,NULL,7,212,9,38,6,36,20
"azkaban/azkaban","Java",3744,2937,1877,"https://github.com/azkaban/azkaban","https://api.travis-ci.org/repos/azkaban/azkaban",True,"1525125","36.365818","0.05808080808080808","269753.0","0.2857142857142857","2018-07-02 22:05:37-03",False,53948,"2012-10-17 22:34:53-03",2811,1502,"Travis CI","2018-07-01 00:00:00-03","2019-08-01 00:00:00-03","COVERALLS",41,0,2083,24,553,344,461,27
"automl/auto-sklearn","Python",5528,557,94,"https://github.com/automl/auto-sklearn","https://api.travis-ci.org/repos/automl/auto-sklearn",True,"5322432","36.575634","0.043037974683544304","34205.0","0.23880597014925373","2020-11-05 12:31:47-03",False,49201,"2015-07-02 12:38:10-03",1174,94,"Travis CI","2020-11-01 00:00:00-03","2021-12-01 00:00:00-03","COVERALLS",NULL,32,1952,14,238,118,248,79
"ARMmbed/mbed-os","C#",3794,4291,0,"https://github.com/ARMmbed/mbed-os","https://api.travis-ci.org/repos/ARMmbed/mbed-os",True,"1514933","57.954376","0.09873417721518987","22231.5","0.12683823529411764","2020-09-14 11:06:04-03",False,457976,"2013-02-18 12:23:11-03",0,0,"Travis CI","2020-09-01 00:00:00-03","2021-10-01 00:00:00-03","COVERALLS",NULL,40,2764,16,1557,1023,1607,1889
"appium/appium","JavaScript",13881,11869,0,"https://github.com/appium/appium","https://api.travis-ci.org/repos/appium/appium",True,"410770","88.74494","0.5062972292191436","500078.0","0.054437869822485205","2019-12-27 17:39:05-03",False,93469,"2013-01-09 19:49:50-03",0,1575,"Travis CI","2019-12-01 00:00:00-03","2021-01-01 00:00:00-03","COVERALLS",NULL,29,2542,10,1163,248,1255,1489
"apollographql/react-apollo","JavaScript",6933,1801,0,"https://github.com/apollographql/react-apollo","https://api.travis-ci.org/repos/apollographql/react-apollo",True,"8301105","96.73406","0.005050505050505051","0","1.0","2018-03-01 16:53:27-03",False,16137,"2016-04-13 20:14:51-03",0,969,"Travis CI","2018-03-01 00:00:00-03","2019-04-01 00:00:00-03","COVERALLS",NULL,78,686,9,509,324,1173,186
"apache/shardingsphere-elasticjob","Java",7137,1969,898,"https://github.com/apache/shardingsphere-elasticjob","https://api.travis-ci.org/repos/apache/shardingsphere-elasticjob",True,"7262408","90.391174","0.29797979797979796","350763.0","0.06060606060606061","2020-07-15 10:02:22-03",False,43348,"2015-09-11 08:28:52-03",1820,760,"Travis CI","2020-07-01 00:00:00-03","2021-08-01 00:00:00-03","COVERALLS",14,40,1769,4,639,318,1071,146
"aonez/Keka","php",2319,909,262,"https://github.com/aonez/Keka",NULL,False,NULL,NULL,NULL,NULL,NULL,"2017-06-08 16:35:50-03",False,39771,"2016-11-08 16:35:50-03",731,142,NULL,"2017-06-01 00:00:00-03","2018-07-01 00:00:00-03",NULL,4,30,212,20,200,35,191,179
"angular-ui/ui-grid","JavaScript",5386,6025,1425,"https://github.com/angular-ui/ui-grid","https://api.travis-ci.org/repos/angular-ui/ui-grid",True,"356445","84.43864","0.3493670886075949","651561.5","0.08316831683168317","2017-09-01 13:33:44-03",False,19468,"2012-10-12 22:39:25-03",6686,1425,"Travis CI","2017-09-01 00:00:00-03","2018-10-01 00:00:00-03","COVERALLS",NULL,1,1784,33,472,213,474,483
"anastr/SpeedView","Kotlin",1064,200,2,"https://github.com/anastr/SpeedView",NULL,False,NULL,NULL,NULL,NULL,NULL,"2017-03-17 09:14:07-03",False,12785,"2016-08-17 09:14:07-03",0,0,NULL,"2017-03-01 00:00:00-03","2018-04-01 00:00:00-03",NULL,NULL,7,212,4,60,3,60,28
"amphp/http-server","php",1139,188,22,"https://github.com/amphp/http-server","https://api.travis-ci.org/repos/amphp/http-server",True,"6288033","62.174126","0.09343434343434344","186308.0","0.16891891891891891","2018-03-12 03:58:22-03",False,14231,"2013-01-29 23:05:18-03",0,0,"Travis CI","2018-03-01 00:00:00-03","2019-04-01 00:00:00-03","COVERALLS",NULL,4,1867,6,22,10,50,35
"amark/gun","JavaScript",13658,618,16,"https://github.com/amark/gun","https://travis-ci.org/github/amark/gun",True,"2791161","53.3951005","0.30808080808080807","3685336.0","0.04823151125401929","2018-01-10 18:14:29-03",False,32713,"2014-07-31 12:52:10-03",0,76,"Travis CI","2018-01-01 00:00:00-03","2019-02-01 00:00:00-03","COVERALLS",NULL,0,1259,1,44,8,222,4
"agershun/alasql","JavaScript",5577,519,69,"https://github.com/agershun/alasql","https://travis-ci.org/github/agershun/alasql",True,"4346660","90.40794","0.5378787878787878","777895.5","0.13059701492537312","2017-12-15 05:47:53-03",False,93151,"2014-10-26 13:30:37-03",972,129,"Travis CI","2017-12-01 00:00:00-03","2019-01-01 00:00:00-03","COVERALLS",NULL,28,1145,8,175,27,123,319
"daybrush/moveable","TypeScript",5966,455,18,"https://github.com/daybrush/moveable","https://api.travis-ci.org/repos/daybrush/moveable",True,"25255383","36.976944","0.4005037783375315","920722.5","0.10655737704918032","2019-08-28 16:30:18-03",False,52080,"2019-07-05 12:04:30-03",0,0,"Travis CI","2019-08-01 00:00:00-03","2020-09-01 00:00:00-03","COVERALLS",NULL,89,54,55,301,26,295,247
